NO,KELURAHAN,KECAMATAN,KABUPATEN,OBJECT,MERK,JENIS,DP NET,TENOR
3017,MEKARMUKTI,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO 150 ESP EXCLSV,2500000,23
3018,MANDALAMUKTI,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,HONDA,GENIO ISS,4500000,32
3019,PUNCAK SARI,SINDANGKERTA,BANDUNG BARAT,MOTOR BARU,HONDA,NEW BEAT STREET ESP,2700000,33
3020,SIRNARAJA,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,HONDA,VARIO 125 ESP CBS,3300000,35
3021,CIKOLE,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,JUPITER MX KING 150,2700000,29
3022,CIBABAT,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,HONDA,VARIO 125 ESPCBS ISS,4000000,33
3023,MEKARSARI,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,YAMAHA,NEW MIO M3 CW,2600000,35
3024,CIMAREME,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,NEW PCX 160 ABS,5100000,23
3025,CIPAGERAN,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,KAWASAKI,D-TRACKER 150 SE,5700000,29
3026,JAMBUDIPA,CISARUA,BANDUNG BARAT,MOTOR BARU,PIAGGIO,SPRINT 150 ABS,25000000,17
3027,CIWARUGA,PARONGPONG,KAB. BANDUNG,MOTOR BEKAS,HONDA,BEAT FI SPORTY CBS,1300000,35
3028,DAGO,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,NEW BEAT STREET ESP,2750000,35
3029,MEKARSARI,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,KAWASAKI,D-TRACKER 150 SE,7500000,23
3030,CIUMBULEUIT,CIDADAP,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2700000,33
3031,GUNUNGMASIGIT,CIPATAT,BANDUNG BARAT,MOTOR BARU,KAWASAKI,D-TRACKER 150 SE,4000000,35
3032,LANGENSARI,LEMBANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155 ABS,5700000,33
3033,DAGO,COBLONG,KOTA BANDUNG,MOTOR BARU,PIAGGIO,PRIMAVERA S 150 ABS,20000000,21
3034,BATUJAJAR BARAT,BATUJAJAR,BANDUNG BARAT,MOTOR BARU,KAWASAKI,D-TRACKER 150 SE,6500000,23
3035,BATULAYANG,CILILIN,KAB. BANDUNG,MOTOR BARU,HONDA,ALN VARIO 160 CBS,5000000,22
3036,DAGO,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,NEW BEAT STREET ESP,5000000,22
3037,CIPTAGUMATI,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,KAWASAKI,NINJA ZX 25 R ABS,25000000,35
3038,CIPEDES,SUKAJADI,KOTA BANDUNG,MOTOR BARU,YAMAHA,LEXI,2600000,35
3039,MUKAPAYUNG,CILILIN,BANDUNG BARAT,MOTOR BARU,KAWASAKI,D-TRACKER 150 SE,8500000,35
3040,PADASUKA,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,HONDA,SCOOPY FI CLASSIC,3400000,35
3041,CIPAGERAN,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,YAMAHA,LEXI,3500000,35
3042,CIBEBER,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,SONIC,3500000,35
3043,MARGA LAKSANA,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,HONDA,VARIO 125 ESP CBS,3000000,35
3044,CIMERANG,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,NINJA 250 R SE,7900000,35
3045,RAJAMANDALA KULON,CIPATAT,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,MX KING 15 GP,1800000,35
3046,SIRNAGALIH,CIPONGKOR,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,3800000,35
3047,LAKSANAMEKAR,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI CBS ISS,2100000,35
3048,BARANANGSIANG,CIPONGKOR,BANDUNG BARAT,MOTOR BARU,YAMAHA,AEROX 155 VVA R,4600000,35
3049,TANJUNGJAYA,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,D-TRACKER 150 SE,5300000,35
3050,CIBURUY,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO 125 ESPCBS ISS,2100000,35
3051,MARGA LAKSANA,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,HONDA,NVARIO 125 ESP CBS,3200000,33
3052,TENJOLAUT,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FISPORTY CW ESP,2500000,35
3053,CISOMANG BARAT,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,HONDA,NEW BEAT STREET ESP,3000000,33
3054,SUKAWARNA,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT CBS FI,1900000,35
3055,CANGKORAH,BATUJAJAR,BANDUNG BARAT,MOTOR BARU,HONDA,PCX150,3500000,35
3056,CIGUGUR GIRANG,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,SUZUKI,SATRIA FU 150,2000000,35
3057,PADASUKA,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,HONDA,GENIO ISS,4500000,35
3058,RENDE,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,HONDA,PCX150,4000000,35
3059,CIGUGUR TENGAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,YAMAHA,N-MAX,7300000,35
3060,BATUJAJAR BARAT,BATUJAJAR,BANDUNG BARAT,MOTOR BEKAS,SUZUKI,SATRIA FU 150,5000000,35
3061,TAGOGAPU,PADALARANG,BANDUNG BARAT,MOTOR BARU,KAWASAKI,D-TRACKER 150,8000000,35
3062,UTAMA,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,1500000,35
3063,CIBABAT,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,HONDA,VARIO110 CBS,3600000,35
3064,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,NSCOOPY FI SPRT MTRO,2200000,35
3065,LAKSANAMEKAR,PADALARANG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI CBS ISS PLUS,2650000,35
3066,CIPAGERAN,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,YAMAHA,FINO SPRT 125 BLU CR,3900000,35
3067,LAKSANAMEKAR,PADALARANG,BANDUNG BARAT,MOTOR BARU,HONDA,BEATFISPRTCBSISSPLUS,2650000,35
3068,CIPADA,CIKALONG WETAN,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,NEW VIXION,3068000,35
3069,CITEUREUP,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,HONDA,VARIO 125 ESP CBS,2660377,35
3070,JAMBUDIPA,CISARUA,BANDUNG BARAT,MOTOR BARU,KAWASAKI,KLX 150 BF SE EXT,14389660,35
3071,PADASUKA,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,YAMAHA,N-MAX,4341265,32
3072,CIBURUY,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO 125ESP CBS ISS,2709072,32
3073,LEDENG,CIDADAP,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT FI SPORTY CW,2544681,29
3074,PAKUHAJI,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,NVARIO 125 ESP CBS,6973312,30
3075,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,YAMAHA,N-MAX,4380335,28
3076,CITEUREUP,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT FISPORTY CBSISS,3377375,27
3077,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,YAMAHA,N-MAX,2768691,31
3078,PASIRKALIKI,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,HONDA,NEW BEAT STREET ESP,3006190,28
3079,PASIRKALIKI,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,HONDA,VARIO 125 CBS ISS,2094018,28
3080,SINDANGJAYA,GUNUNG HALU,BANDUNG BARAT,MOTOR BARU,HONDA,NVARIO 125 ESP CBS,3197376,29
3081,CICANGKANG GIRANG,SINDANGKERTA,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI CBS ISS,3267683,25
3082,PANGAUBAN,BATUJAJAR,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CW,798880,33
3083,CITATAH,CIPATAT,BANDUNG BARAT,MOTOR BARU,KAWASAKI,D-TRACKER 150,10197231,30
3084,GUNUNGMASIGIT,CIPATAT,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI CBS ISS,1911816,30
3085,MANDALASARI,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FISPORTY CBSISS,3800000,35
3086,KARYAWANGI,PARONGPONG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2000000,35
3087,CIPTAHARJA,CIPATAT,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CW,2761590,29
3088,CIPAGERAN,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,YAMAHA,ALL NEW R15 155 VVA,11800000,29
3089,CITATAH,CIPATAT,BANDUNG BARAT,MOTOR BARU,HONDA,NBEAT FI CW + SPORTY,2346949,29
3090,PUTERAN,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FISPORTY CBSISS,2814036,27
3091,CIPTAGUMATI,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,KTM,GAJAH 200 CC R 2M,11000000,35
3092,BATUJAJAR BARAT,BATUJAJAR,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2722430,27
3093,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,VARIO 125 ESP CBS,3746743,26
3094,NYALINDUNG,CIPATAT,BANDUNG BARAT,MOTOR BARU,HONDA,NSCOOPY FI SPRT MTRO,1788091,31
3095,NYENANG,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,YAMAHA,AEROX 155 VVA,3474677,30
3096,CIGUGUR GIRANG,PARONGPONG,BANDUNG BARAT,MOTOR BARU,YAMAHA,AEROX 155 VVA,6309989,24
3097,PANGAUBAN,BATUJAJAR,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO110 CBS ADV,3399861,26
3098,SARIWANGI,PARONGPONG,BANDUNG BARAT,MOTOR BARU,YAMAHA,N-MAX,6071332,27
3099,MARGAJAYA,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,YAMAHA,N-MAX,5000000,35
3100,LEUWIGAJAH,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT FI SPORTY CW,3725243,26
3101,JAYAMEKAR,PADALARANG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI CW ESP PLUS,2600000,35
3102,GADOBANGKONG,NGAMPRAH,KAB. BANDUNG,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,2700000,23
3103,MELONG,CIMAHI SELATAN,KOTA BANDUNG,MOTOR BARU,YAMAHA,R15,5400000,32
3104,PADAASIH,CISARUA,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,5200000,35
3105,CIROYOM,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,YAMAHA,N-MAX,5800000,35
3106,MEKARJAYA,CIKALONG WETAN,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,3882280,23
3107,CITATAH,CIPATAT,KAB. BANDUNG,MOTOR BEKAS,HONDA,VARIO 125 CBS ISS,2100840,35
3108,DAGO,COBLONG,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,N-MAX,6785436,23
3109,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,VIAR,VINTECH,7545984,21
3110,CITEUREUP,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,HONDA,NEW VARIO TECHNO FI,1741700,23
3111,CIMAHI,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,HONDA,VARIO 125 ESP CBS,5831156,23
3112,SIRNAJAYA,GUNUNG HALU,BANDUNG BARAT,MOTOR BEKAS,SUZUKI,SATRIA FU 150,1274189,32
3113,LAKSANAMEKAR,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,SUZUKI,SATRIA FU 150,1967485,28
3114,CIRAWAMEKAR,CIPATAT,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FISPORTY CW ESP,2386897,27
3115,RENDE,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,1892645,31
3116,KERTAMULYA,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT CW FI,2630900,23
3117,CIBURUY,PADALARANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155 ABS,6800000,29
3118,CIJENUK,CIPONGKOR,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,7400000,35
3119,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,KAWASAKI,D-TRACKER 150,13461223,24
3120,SUKAMANAH,RONGGA,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,3900000,23
3121,BUNIJAYA,GUNUNG HALU,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW R15 155 VVA,5274291,30
3122,BAROS,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,3400000,23
3123,PATARUMAN,CIHAMPELAS,KAB. BANDUNG,MOTOR BEKAS,YAMAHA,MIO Z 125,1285900,23
3124,MANDALASARI,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW R15 155 VVA,7600000,35
3125,KARANGTANJUNG,CILILIN,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,4800000,23
3126,SINGAJAYA,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,4700000,29
3127,CANGKORAH,BATUJAJAR,BANDUNG BARAT,MOTOR BEKAS,HONDA,CBR 150 R,7564769,23
3128,CIRAWAMEKAR,CIPATAT,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FISPORTY CW ESP,4553074,23
3129,CITATAH,CIPATAT,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FISPORTY CW ESP,3493178,24
3130,BUNIJAYA,GUNUNG HALU,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,6000000,35
3131,LEUWIGAJAH,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,1306340,23
3132,MANDALAWANGI,CIPATAT,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2634860,35
3133,SITUWANGI,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,12700000,23
3134,PADALARANG,PADALARANG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2600000,33
3135,GUNUNGHALU,GUNUNG HALU,BANDUNG BARAT,MOTOR BEKAS,HONDA,NEW BEAT STREET ESP,2694460,23
3136,WANGUNJAYA,CIKALONG WETAN,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,NINJA 250,7768980,23
3137,MANDALASARI,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,YAMAHA,WR 155 R,7800000,35
3138,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FISPORTY CW ESP,4422740,22
3139,SIRNARAJA,CIPEUNDEUY,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI CBS ISS,1731905,28
3140,TAGOGAPU,PADALARANG,BANDUNG BARAT,MOTOR BARU,KAWASAKI,KLX 150 BF,7876531,28
3141,CAMPAKAMEKAR,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT CW FI,2734081,18
3142,CIPATAT,CIPATAT,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,3089460,23
3143,BATUJAJAR BARAT,BATUJAJAR,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO 150 ESP SPORTY,2194980,23
3144,JAYAMEKAR,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,NINJA RR,10659920,23
3145,MEKARJAYA,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CW,3572585,25
3146,CILILIN,CILILIN,BANDUNG BARAT,MOTOR BEKAS,HONDA,NEWVARIOTECHNOCBS FI,2910760,23
3147,GALANGGANG,BATUJAJAR,BANDUNG BARAT,MOTOR BEKAS,HONDA,NVARIO 125 ESP CBS,3618740,23
3148,RENDE,CIKALONG WETAN,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,X - RIDE,1910600,17
3149,RENDE,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155 CON,4700000,35
3150,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,7400000,22
3151,JATIMEKAR,CIPEUNDEUY,BANDUNG BARAT,MOTOR BEKAS,HONDA,NVARIO 125 ESP CBS,4100000,35
3152,RENDE,CIKALONG WETAN,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI POP CW,2400000,23
3153,CIPEUNDEUY,PADALARANG,KAB. BANDUNG,MOTOR BARU,HONDA,NEW BEAT STREET ESP,3600000,33
3154,SADANGMEKAR,CISARUA,BANDUNG BARAT,MOTOR BARU,HONDA,CB 150 R STREETFIRE,7000000,23
3155,LAKSANAMEKAR,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT CW FI,2200000,23
3156,CIMERANG,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,JUPITER MX,2500000,23
3157,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT CW FI,3200000,23
3158,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT CBS FI,4300000,28
3159,BATUJAJAR BARAT,BATUJAJAR,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CW,5852944,20
3160,CIBURUY,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,NINJA R - KR 150 L,8400000,23
3161,GADOBANGKONG,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CW,7819679,14
3162,CELAK,GUNUNG HALU,BANDUNG BARAT,MOTOR BARU,YAMAHA,NMAX ABS,4516156,24
3163,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,YAMAHA,N-MAX,7217143,23
3164,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,NBEAT FI CW + SPORTY,7306080,16
3165,CIPAGERAN,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,HONDA,NBEAT FI CW + SPORTY,4798156,23
3166,CIPAGERAN,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,YAMAHA,FINO PREM 125 BLU CR,9785749,15
3167,TANJUNG WANGI,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,NMAX ABS,7298112,25
3168,TANJUNG WANGI,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW VIXION,9547600,24
3169,SELACAU,BATUJAJAR,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,3400000,33
3170,CELAK,GUNUNG HALU,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2800000,35
3171,TAGOGAPU,PADALARANG,BANDUNG BARAT,MOTOR BARU,HONDA,GENIO CBS,3000000,33
3172,PATARUMAN,CILILIN,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,MIO Z 125,2200000,35
3173,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,VARIO 150 ESP EXCLSV,12400000,35
3174,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,FINO FI SPORTY,1900000,17
3175,PADALARANG,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,ALL NEW NMAX 155,18500000,23
3176,BOJONGKONENG,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,D-TRACKER 150 SE,5400000,29
3177,KERTAJAYA,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,NMAX ABS,6000000,35
3178,BATULAYANG,CILILIN,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2100000,23
3179,MEKARMUKTI,CIHAMPELAS,KAB. BANDUNG,MOTOR BEKAS,HONDA,SONIC 150 R,6400000,17
3180,KARYAWANGI,PARONGPONG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2600000,35
3181,MANDALASARI,CIKALONG WETAN,BANDUNG BARAT,MOTOR BEKAS,SUZUKI,SATRIA FU 150,8025000,17
3182,RENDE,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,HONDA,NEW PCX 160 CBS,5300000,23
3183,PADAASIH,CISARUA,BANDUNG BARAT,MOTOR BEKAS,HONDA,NEWVARIOTECHNOCBS FI,4800000,17
3184,CIRAWAMEKAR,CIPATAT,BANDUNG BARAT,MOTOR BEKAS,HONDA,SUPRA X 125 PGMFI CW,2825000,23
3185,CIGUGUR TENGAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,HONDA,GENIO CBS,2800000,33
3186,BATUJAJAR BARAT,BATUJAJAR,BANDUNG BARAT,MOTOR BARU,HONDA,VARIO 150 ESP EXCLSV,7925808,20
3187,SUMURBANDUNG,CIPATAT,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,MIO J,1900000,23
3188,CIKALONG,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT CBS FI,3400000,33
3189,SUKAMANAH,RONGGA,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,8316808,22
3190,SUKAJAYA,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,NEW V-IXION(KS),2700000,35
3191,CIBEBER,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,NEW VIXION,2900000,17
3192,GUNUNGMASIGIT,CIPATAT,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI CBS ISS,3600000,35
3193,MANDALASARI,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,4500000,29
3194,SUKAMANAH,RONGGA,BANDUNG BARAT,MOTOR BEKAS,HONDA,SUPRA X 125 PGMFI CW,3000000,23
3195,CIGUGUR TENGAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,HONDA,NEW SCOOPY PRESTIGE,7300000,29
3196,CIRAWAMEKAR,CIPATAT,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FISPORTY CBSISS,3300000,17
3197,SIRNAGALIH,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,5200000,29
3198,CIPATAT,CIPATAT,BANDUNG BARAT,MOTOR BEKAS,HONDA,NEW REVO FI FIT,1800000,23
3199,KERTAJAYA,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,6500000,23
3200,SITUWANGI,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,HONDA,SCOOPY ESP,6300000,23
3201,KARYAWANGI,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CBS,2900000,17
3202,SUKAJAYA,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2300000,23
3203,CIPTAHARJA,CIPATAT,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,ALL NEW NMAX 155,14200000,17
3204,SUKAMANAH,RONGGA,BANDUNG BARAT,MOTOR BEKAS,SUZUKI,SATRIA FU 150,4800000,23
3205,SARIJADI,SUKASARI,KOTA BANDUNG,MOTOR BEKAS,HONDA,CBR 150 R,2400000,17
3206,WANGUNHARJA,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,3800000,17
3207,BUNINAGARA,SINDANGKERTA,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,NEW V-IXION ADV,2300000,23
3208,CITEUREUP,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,4600000,29
3209,BATUJAJAR BARAT,BATUJAJAR,BANDUNG BARAT,MOTOR BEKAS,HONDA,SCOOPY ESP,7100000,17
3210,RAJAMANDALA KULON,CIPATAT,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,LEXI S,4100000,17
3211,WARGASALUYU,GUNUNG HALU,BANDUNG BARAT,MOTOR BEKAS,HONDA,NEW CBR 150R STANDAR,11300000,23
3212,RAJAMANDALA KULON,CIPATAT,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,1900000,23
3213,CIKAHURIPAN,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,5200000,23
3214,BOJONG,RONGGA,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155 CON,8300000,17
3215,CIBEBER,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2300000,35
3216,PASTEUR,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,HONDA,CBR 150 R,5600000,23
3217,CAMPAKAMEKAR,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,NEW JUPITER MX CW,3900000,23
3218,BATUJAJAR TIMUR,BATUJAJAR,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,6300000,17
3219,KERTAJAYA,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2000000,17
3220,UTAMA,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,MIO M3 125,4550000,17
3221,BUNIJAYA,GUNUNG HALU,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,5200000,17
3222,CIWARUGA,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2500000,35
3223,CIGUGUR TENGAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT FI SPORTY CBS,2200000,23
3224,LEUWIGAJAH,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,VARIO 150 ESP EXCLSV,3000000,17
3225,MARGALUYU,CIPEUNDEUY,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FISPORTY CBSISS,3500000,23
3226,KAYUAMBON,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,NEW BEAT STREET ESP,3725000,23
